location,orientation,ac_scenario,case_name,Cooling,Fans,Heating,Interior Equipment,Interior Lighting,Total End Uses,hvac
Waingapu,South,No_AC,CoolWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,CoolWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,HybridNV_OperationSchd_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,HybridNV_OperationSchd_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,HybridNV_WindowOpen_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,HybridNV_WindowOpen_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,InsRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,InsRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,InsWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,InsWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,LowEWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,LowEWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,Overhang_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,Shade_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,Shade_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,SolarWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,South,No_AC,SolarWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,Bedroom_AC_Only,Baseline,566.38,38.24,0.0,2176.06,501.28,3281.96,604.62
Waingapu,West,Bedroom_AC_Only,CeilingFan_1,220.83,14.43,0.0,2176.06,501.28,2912.59,235.26000000000002
Waingapu,West,Bedroom_AC_Only,CeilingFan_2,136.42,8.76,0.0,2176.06,501.28,2822.52,145.17999999999998
Waingapu,West,Bedroom_AC_Only,CeilingFan_NoSetback_1,566.38,38.24,0.0,2176.06,501.28,3281.96,604.62
Waingapu,West,Bedroom_AC_Only,CeilingFan_NoSetback_2,566.38,38.24,0.0,2176.06,501.28,3281.96,604.62
Waingapu,West,Bedroom_AC_Only,CoolRoof_1,521.67,35.21,0.0,2176.06,501.28,3234.22,556.88
Waingapu,West,Bedroom_AC_Only,CoolRoof_2,465.67,31.41,0.0,2176.06,501.28,3174.43,497.08000000000004
Waingapu,West,Bedroom_AC_Only,CoolWall_1,471.17,31.87,0.0,2176.06,501.28,3180.38,503.04
Waingapu,West,Bedroom_AC_Only,CoolWall_2,365.27,24.71,0.0,2176.06,501.28,3067.32,389.97999999999996
Waingapu,West,Bedroom_AC_Only,HybridNV_OperationSchd_1,499.68,33.6,0.0,2176.06,501.28,3210.62,533.28
Waingapu,West,Bedroom_AC_Only,HybridNV_OperationSchd_2,498.88,33.55,0.0,2176.06,501.28,3209.77,532.43
Waingapu,West,Bedroom_AC_Only,HybridNV_WindowOpen_1,391.62,26.07,0.0,2176.06,501.28,3095.03,417.69
Waingapu,West,Bedroom_AC_Only,HybridNV_WindowOpen_2,390.8,26.02,0.0,2176.06,501.28,3094.15,416.82
Waingapu,West,Bedroom_AC_Only,InsRoof_1,465.52,31.44,0.0,2176.06,501.28,3174.3,496.96
Waingapu,West,Bedroom_AC_Only,InsRoof_2,441.02,29.75,0.0,2176.06,501.28,3148.12,470.77
Waingapu,West,Bedroom_AC_Only,InsWall_1,495.62,33.48,0.0,2176.06,501.28,3206.44,529.1
Waingapu,West,Bedroom_AC_Only,InsWall_2,495.62,33.48,0.0,2176.06,501.28,3206.44,529.1
Waingapu,West,Bedroom_AC_Only,LowEWin_1,470.55,31.83,0.0,2176.06,501.28,3179.72,502.38
Waingapu,West,Bedroom_AC_Only,LowEWin_2,461.15,31.21,0.0,2176.06,501.28,3169.69,492.35999999999996
Waingapu,West,Bedroom_AC_Only,Overhang_1,528.76,35.75,0.0,2176.06,501.28,3241.84,564.51
Waingapu,West,Bedroom_AC_Only,Shade_1,603.67,40.41,0.0,2176.06,501.28,3321.42,644.0799999999999
Waingapu,West,Bedroom_AC_Only,Shade_2,476.19,32.07,0.0,2176.06,501.28,3185.6,508.26
Waingapu,West,Bedroom_AC_Only,SolarWin_1,463.74,31.34,0.0,2176.06,501.28,3172.43,495.08
Waingapu,West,Bedroom_AC_Only,SolarWin_2,414.31,28.02,0.0,2176.06,501.28,3119.67,442.33
Waingapu,West,FullHouse_AC,Baseline,817.29,55.08,0.0,2176.06,501.28,3549.72,872.37
Waingapu,West,FullHouse_AC,CeilingFan_1,335.56,21.88,0.0,2176.06,501.28,3034.79,357.44
Waingapu,West,FullHouse_AC,CeilingFan_2,215.03,13.78,0.0,2176.06,501.28,2906.16,228.81
Waingapu,West,FullHouse_AC,CeilingFan_NoSetback_1,817.29,55.08,0.0,2176.06,501.28,3549.72,872.37
Waingapu,West,FullHouse_AC,CeilingFan_NoSetback_2,817.29,55.08,0.0,2176.06,501.28,3549.72,872.37
Waingapu,West,FullHouse_AC,CoolRoof_1,751.82,50.66,0.0,2176.06,501.28,3479.82,802.48
Waingapu,West,FullHouse_AC,CoolRoof_2,670.09,45.13,0.0,2176.06,501.28,3392.56,715.22
Waingapu,West,FullHouse_AC,CoolWall_1,685.77,46.27,0.0,2176.06,501.28,3409.38,732.04
Waingapu,West,FullHouse_AC,CoolWall_2,532.94,35.96,0.0,2176.06,501.28,3246.25,568.9000000000001
Waingapu,West,FullHouse_AC,HybridNV_OperationSchd_1,738.27,49.59,0.0,2176.06,501.28,3465.2,787.86
Waingapu,West,FullHouse_AC,HybridNV_OperationSchd_2,737.01,49.5,0.0,2176.06,501.28,3463.85,786.51
Waingapu,West,FullHouse_AC,HybridNV_WindowOpen_1,579.19,38.5,0.0,2176.06,501.28,3295.03,617.69
Waingapu,West,FullHouse_AC,HybridNV_WindowOpen_2,577.75,38.4,0.0,2176.06,501.28,3293.5,616.15
Waingapu,West,FullHouse_AC,InsRoof_1,666.34,44.93,0.0,2176.06,501.28,3388.62,711.27
Waingapu,West,FullHouse_AC,InsRoof_2,630.41,42.47,0.0,2176.06,501.28,3350.22,672.88
Waingapu,West,FullHouse_AC,InsWall_1,711.43,47.98,0.0,2176.06,501.28,3436.75,759.41
Waingapu,West,FullHouse_AC,InsWall_2,711.43,47.98,0.0,2176.06,501.28,3436.75,759.41
Waingapu,West,FullHouse_AC,LowEWin_1,682.01,46.04,0.0,2176.06,501.28,3405.4,728.05
Waingapu,West,FullHouse_AC,LowEWin_2,668.59,45.15,0.0,2176.06,501.28,3391.08,713.74
Waingapu,West,FullHouse_AC,Overhang_1,765.6,51.66,0.0,2176.06,501.28,3494.6,817.26
Waingapu,West,FullHouse_AC,Shade_1,874.15,58.4,0.0,2176.06,501.28,3609.9,932.55
Waingapu,West,FullHouse_AC,Shade_2,700.23,47.04,0.0,2176.06,501.28,3424.61,747.27
Waingapu,West,FullHouse_AC,SolarWin_1,673.77,45.44,0.0,2176.06,501.28,3396.55,719.21
Waingapu,West,FullHouse_AC,SolarWin_2,602.18,40.65,0.0,2176.06,501.28,3320.17,642.8299999999999
Waingapu,West,No_AC,Baseline,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CeilingFan_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CeilingFan_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CeilingFan_NoSetback_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CeilingFan_NoSetback_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CoolRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CoolRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CoolWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,CoolWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,HybridNV_OperationSchd_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,HybridNV_OperationSchd_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,HybridNV_WindowOpen_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,HybridNV_WindowOpen_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,InsRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,InsRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,InsWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,InsWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,LowEWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,LowEWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,Overhang_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,Shade_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,Shade_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,SolarWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Waingapu,West,No_AC,SolarWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
