location,orientation,ac_scenario,case_name,case_id,floor_area,end_use,Electricity [kWh]
Jakarta,South,No_AC,CeilingFan_NoSetback_1,40,28.76,Heating,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_1,40,28.76,Cooling,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_1,40,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,CeilingFan_NoSetback_1,40,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,CeilingFan_NoSetback_1,40,28.76,Fans,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_1,40,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,CeilingFan_NoSetback_2,41,28.76,Heating,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_2,41,28.76,Cooling,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_2,41,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,CeilingFan_NoSetback_2,41,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,CeilingFan_NoSetback_2,41,28.76,Fans,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_2,41,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,Overhang_1,42,28.76,Heating,0.0
Jakarta,South,No_AC,Overhang_1,42,28.76,Cooling,0.0
Jakarta,South,No_AC,Overhang_1,42,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,Overhang_1,42,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,Overhang_1,42,28.76,Fans,0.0
Jakarta,South,No_AC,Overhang_1,42,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,Shade_1,43,28.76,Heating,0.0
Jakarta,South,No_AC,Shade_1,43,28.76,Cooling,0.0
Jakarta,South,No_AC,Shade_1,43,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,Shade_1,43,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,Shade_1,43,28.76,Fans,0.0
Jakarta,South,No_AC,Shade_1,43,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,Shade_2,44,28.76,Heating,0.0
Jakarta,South,No_AC,Shade_2,44,28.76,Cooling,0.0
Jakarta,South,No_AC,Shade_2,44,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,Shade_2,44,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,Shade_2,44,28.76,Fans,0.0
Jakarta,South,No_AC,Shade_2,44,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,HybridNV_WindowOpen_1,45,28.76,Heating,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_1,45,28.76,Cooling,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_1,45,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,HybridNV_WindowOpen_1,45,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,HybridNV_WindowOpen_1,45,28.76,Fans,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_1,45,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,HybridNV_WindowOpen_2,46,28.76,Heating,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_2,46,28.76,Cooling,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_2,46,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,HybridNV_WindowOpen_2,46,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,HybridNV_WindowOpen_2,46,28.76,Fans,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_2,46,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,HybridNV_OperationSchd_1,47,28.76,Heating,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_1,47,28.76,Cooling,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_1,47,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,HybridNV_OperationSchd_1,47,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,HybridNV_OperationSchd_1,47,28.76,Fans,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_1,47,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,HybridNV_OperationSchd_2,48,28.76,Heating,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_2,48,28.76,Cooling,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_2,48,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,HybridNV_OperationSchd_2,48,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,HybridNV_OperationSchd_2,48,28.76,Fans,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_2,48,28.76,Total End Uses,2677.34
Jakarta,South,FullHouse_AC,Baseline,49,36.0,Heating,0.0
Jakarta,South,FullHouse_AC,Baseline,49,36.0,Cooling,604.98
Jakarta,South,FullHouse_AC,Baseline,49,36.0,Interior Lighting,501.28
Jakarta,South,FullHouse_AC,Baseline,49,36.0,Interior Equipment,2176.06
Jakarta,South,FullHouse_AC,Baseline,49,36.0,Fans,40.65
Jakarta,South,FullHouse_AC,Baseline,49,36.0,Total End Uses,3322.97
Jakarta,South,FullHouse_AC,CoolRoof_1,50,36.0,Heating,0.0
